ID,Gender,Age,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1,1,22,-0.03879346865085720,-0.05386269936296160,-0.02593945533348080,0.05371093750000000,-0.58053588867187500,-0.88148498535156194
1,1,22,-0.03441603076709401,0.06479018194777469,-0.06279627323963240,0.03700256347656250,-0.54809570312500000,-0.79600524902343794
1,1,22,0.02176867875030770,-0.10951051560460300,-0.00587493336471480,0.06597900390625000,-0.56910705566406194,-0.87266540527343794
1,1,22,-0.08421075156495959,-0.04101907237383650,-0.01946983809735130,0.04820251464843750,-0.55564880371093806,-0.80535888671875011
1,1,22,-0.20095308110967300,0.02983699158881180,-0.08332445155418118,0.04644775390625000,-0.54733276367187500,-0.82028198242187500
1,1,22,-0.31470574601466400,-0.03530845604837950,-0.14249136886025399,0.05493164062500000,-0.54061889648437500,-0.85678100585937500
1,1,22,-0.52578496453714496,-0.06607648875428300,0.05090073159857550,0.08378601074218750,-0.59915161132812500,-0.86425781250000000
1,1,22,-0.55654154565036096,-0.05083495151965050,0.03385516904152330,0.04541015625000000,-0.51089477539062500,-0.87535095214843794
1,1,22,-0.35262090413801300,-0.13919517437906306,-0.02642361801965720,0.06005859375000000,-0.49113464355468800,-0.89237976074218783
1,1,22,0.01552942494847010,-0.16734611868174498,-0.07567798343234572,0.04173278808593750,-0.46165466308593800,-0.93727111816406194
1,1,22,0.20545568756467000,0.05492476800568520,0.02384248229115240,0.03837585449218750,-0.49490356445312500,-0.86164855957031183
1,1,22,0.21840690626183401,-0.14034938839550301,0.05177451475223050,0.04341125488281250,-0.48291015625000000,-0.88685607910156194
1,1,22,0.16574236307329901,-0.17669594463679500,0.01415203803268110,0.03256225585937500,-0.50099182128906194,-0.85829162597656194
1,1,22,0.17698809340837698,-0.15007445374814499,-0.03384584797770800,-0.00213623046875000,-0.48835754394531200,-0.86581420898437500
1,1,22,0.15452140013635998,-0.11718707744675699,-0.06042978829498800,0.02142333984375000,-0.50247192382812500,-0.87875366210937500
1,1,22,0.11197553750958100,-0.23367374352682296,-0.06849197586298490,0.00683593750000000,-0.51718139648437500,-0.87513732910156194
1,1,22,0.52608270594701600,-0.29381298094688307,-0.01842348210505920,0.00312805175781250,-0.52905273437500000,-0.88293457031250000
1,1,22,0.49197986292411500,-0.23374857835345400,-0.00958285255043212,-0.01002502441406250,-0.54318237304687500,-0.84188842773437500
1,1,22,-0.00157685768143592,0.08333670209519560,0.00147405966335886,-0.02398681640625000,-0.56640625000000000,-0.78129577636718783
1,1,22,0.09207506626396360,0.12338984594166000,0.00596761137064956,-0.01716613769531250,-0.56562805175781194,-0.83740234375000000
1,1,22,0.03689836321915690,0.00243652608131350,-0.00211907727937605,-0.00201416015625000,-0.56349182128906194,-0.84089660644531183
1,1,22,-0.04749561382880020,0.00517372304969694,0.00215369837354708,-0.00663757324218750,-0.56739807128906194,-0.81637573242187500
1,1,22,0.03171931384727980,-0.02274472728982170,-0.01828579667670210,-0.00555419921875000,-0.56275939941406194,-0.84445190429687500
1,1,22,-0.05181526111690870,0.00961987048958422,-0.01600799499635730,-0.01609802246093750,-0.56080627441406194,-0.82518005371093794
1,1,22,-0.05082589677194420,0.02603133439108850,-0.00630210440356351,-0.01377868652343750,-0.56053161621093806,-0.82427978515624989
1,1,22,-0.00960948416133292,0.00551966767529823,-0.02029674961582090,-0.01303100585937500,-0.55880737304687500,-0.83529663085937500
1,1,22,0.02207307806290380,0.01003026361356540,-0.00422457243719270,-0.00813293457031250,-0.56849670410156194,-0.84020996093750000
1,1,22,-0.02736557809721820,-0.00786511364733101,0.00316436800723215,-0.00921630859375000,-0.55509948730468806,-0.81861877441406206
1,1,22,0.04328728667425690,-0.00630210440356351,-0.00109056446638745,-0.01379394531250000,-0.55886840820312500,-0.84326171875000000
1,1,22,-0.02951261856804010,-0.00130335103748478,0.00426531880187091,-0.00859069824218750,-0.55894470214843806,-0.82011413574218783
1,1,22,-0.00411777967748052,-0.01212057875316860,0.00635749815423716,-0.01008605957031250,-0.56321716308593806,-0.84135437011718783
1,1,22,0.01137515996405540,0.03626399824750000,0.00017869810914432,-0.01243591308593750,-0.56094360351562500,-0.83126831054687500
1,1,22,0.00025939189017372,-0.03840438081559670,0.00409168069879774,-0.01322937011718750,-0.56362915039062500,-0.83355712890624989
1,1,22,0.02222967193500040,-0.00539423278795550,0.01067421596514660,-0.01139831542968750,-0.56019592285156194,-0.83412170410156194
1,1,22,-0.03689729795472080,-0.00461472553688930,-0.00110015184631173,-0.01159667968750000,-0.55726623535156194,-0.82254028320312500
1,1,22,0.00833143315420389,0.01977343846162030,0.00437610630321820,-0.01516723632812500,-0.56091308593750000,-0.83924865722656194
1,1,22,-0.02429255651537580,0.01403299473195450,0.01503647383069640,-0.01377868652343750,-0.56086730957031194,-0.81175231933593794
1,1,22,0.01570759042539640,0.01438719515693510,-0.00634391603267775,-0.01431274414062500,-0.56492614746093806,-0.83757019042968783
1,1,22,-0.04008057440569250,-0.00570102894553263,-0.00752343007947385,-0.00723266601562500,-0.56506347656250000,-0.83624267578124989
1,1,22,-0.00733354669375120,-0.01207983238849040,-0.00647760671939973,-0.01501464843750000,-0.56077575683593806,-0.84530639648437500
1,1,22,-0.00752582692445492,0.01971404996931160,-0.00418409238862349,-0.01422119140625000,-0.55775451660156194,-0.83285522460937500
1,1,22,0.01462821123558720,0.02094043565129310,-0.00203412244060252,-0.01551818847656250,-0.55796813964843806,-0.82557678222656194
1,1,22,-0.05082057044976410,0.03255581274567360,0.00549463396105148,-0.01565551757812500,-0.55812072753906194,-0.82011413574218783
1,1,22,-0.02260943870644570,0.06353396886158440,-0.01360049737092570,-0.01913452148437500,-0.55609130859375000,-0.83363342285156194
1,1,22,-0.04002890908054500,-0.01120471765429040,-0.00327195971527135,-0.01538085937500000,-0.56187438964843806,-0.84950256347656194
1,1,22,-0.02462438638719970,0.05252339565076080,-0.00723714026229033,-0.01226806640625000,-0.55915832519531194,-0.82791137695312500
1,1,22,-0.02950196592367980,-0.00566986996077870,-0.00003408846195301,-0.01429748535156250,-0.55438232421875000,-0.84280395507812500
1,1,22,-0.00541500544445811,0.01754916631918610,-0.00740278888209326,-0.00910949707031250,-0.55606079101562500,-0.83706665039062500
1,1,22,-0.00756737223746015,0.02629418839067930,-0.00415213445554254,-0.00813293457031250,-0.55569458007812500,-0.83816528320312500
1,1,22,-0.02221262770402390,0.01408173057990300,0.00755032800648365,-0.01676940917968750,-0.55731201171875000,-0.83540344238281183
1,1,22,0.03197657520858140,-0.04808497137803470,0.00619078426999820,-0.01062011718750000,-0.55296325683593806,-0.85182189941406206
1,1,22,-0.02738049179932270,-0.01220127253419800,-0.00755219221924670,-0.01597595214843750,-0.55679321289062500,-0.82450866699218783
1,1,22,0.00972027166268021,-0.03177444128184440,0.00626508646441141,-0.01258850097656250,-0.55633544921875000,-0.84457397460937500
1,1,22,-0.03035018273087000,-0.03639902051476700,0.00302508468222101,-0.01138305664062500,-0.55123901367187500,-0.83372497558593794
1,1,22,0.00015819176875071,-0.01433792667676860,0.01704316571207110,-0.02374267578125000,-0.55479431152343806,-0.83915710449218783
1,1,22,-0.00944010711600388,0.00749546688802802,0.02570349926089980,-0.03738403320312500,-0.55735778808593806,-0.85108947753906206
1,1,22,-0.10618236319033100,0.09594410669563068,-0.02094842513456330,-0.02708435058593750,-0.55061340332031194,-0.82461547851562500
1,1,22,-0.04395041378568670,0.09525541323773620,-0.02414661528763940,-0.02543640136718750,-0.55131530761718806,-0.85913085937500000
1,1,22,-0.02887266095809410,0.04164624681055010,-0.03189055510537190,-0.00767517089843750,-0.55027770996093806,-0.84701538085937500
1,1,22,0.00384773514294648,0.04618374067582710,-0.02009621358573790,-0.00567626953125000,-0.54943847656250000,-0.85841369628906206
1,1,22,0.00653592994727247,-0.03939028305114400,-0.01088540463958990,-0.00898742675781250,-0.54736328125000000,-0.83467102050781183
1,1,22,0.04902027355287050,-0.09497924343269500,-0.02718927683305500,-0.00086975097656250,-0.54739379882812500,-0.85775756835937500
1,1,22,0.01071123390429870,-0.06652283455298030,-0.06556329761222469,-0.01480102539062500,-0.54006958007812500,-0.82496643066406206
1,1,22,0.05171352836326770,-0.04106461242847680,-0.06008277840495070,-0.01589965820312500,-0.55407714843750000,-0.83674621582031183
1,1,22,0.00625842856168621,-0.00749520057191901,-0.02998240018433010,-0.02282714843750000,-0.55738830566406194,-0.81208801269531183
1,1,22,-0.08130231333848401,-0.00912931621679163,-0.03321840722488540,-0.01153564453125000,-0.55368041992187500,-0.83416748046875011
1,1,22,0.00313054586138814,-0.00864728405948729,-0.02250184699840650,-0.02090454101562500,-0.55216979980468806,-0.83815002441406206